Miner_ID,X_Position,Y_Position,Speed,Direction
Miner_1,5.0412752740346605,25.375218817818222,1,3.192388907300021
Miner_2,100.0,67.4158437250212,3,6.088370385288194
Miner_3,100.0,0.0,3,5.90105809056304
Miner_4,0.0,0.0,4,3.895301805632313
Miner_5,99.98861333912055,100.0,1,0.8554297572241635
Miner_6,82.9481252325213,0.0,3,4.975283084434469
Miner_7,100.0,45.14269219650555,1,5.937022360519749
Miner_8,0.0,70.63166060445701,4,3.3490808788832145
Miner_9,100.0,0.0,4,5.39888020050867
Miner_10,26.800896967541373,100.0,4,1.7849218385297734
Miner_11,50.663833386821125,18.68120323190891,1,5.260112116334486
Miner_12,20.975545945096655,58.52019248644683,2,2.059104085142414
Miner_13,78.07100500855177,40.63710060535891,1,5.782427309812406
Miner_14,100.0,0.0,4,5.681318744481395
Miner_15,75.85255899905951,100.0,1,2.33520115746833
Miner_16,100.0,92.77452077722,2,0.07467125976565511
Miner_17,92.15740793971008,100.0,3,0.8935625695904665
Miner_18,0.0,71.06037956258312,4,2.696923517630953
Miner_19,100.0,36.503652307238326,1,0.17284853805761696
Miner_20,74.30703428662669,100.0,2,1.377293611411661
Miner_21,0.0,45.51545772620557,3,3.2930517130443198
Miner_22,100.0,100.0,4,1.5010204617722134
Miner_23,98.58112856361913,80.6736109341519,1,0.7874417557993766
Miner_24,16.27314924778011,95.90664822080134,2,3.0491697520335848
Miner_25,30.59234543859975,82.38295386402388,1,3.5468798333759857
Miner_26,69.01023225200652,0.0,4,4.93300416563907
Miner_27,100.0,100.0,4,0.47193543446783687
Miner_28,100.0,100.0,4,0.9992744428007074
Miner_29,92.85199042144313,100.0,4,1.3913028862347279
Miner_30,0.0,100.0,1,2.0386981108983337
Miner_31,38.94252857084916,4.283302699950335,2,4.9803098009007085
Miner_32,84.69820618656829,0.0,4,5.251376407683558
Miner_33,100.0,33.47309660765086,3,6.246438460668295
Miner_34,100.0,100.0,4,1.4785226270410503
Miner_35,100.0,9.227835618553854,2,5.9691069254513875
Miner_36,81.16504667444848,100.0,4,1.2762017388232987
Miner_37,31.13795556017908,97.86891123182204,1,0.8901298593233866
Miner_38,75.3938432143791,0.0,2,5.207243695635476
Miner_39,0.0,90.77657701807675,4,2.8987714613945723
Miner_40,22.901945661045943,100.0,2,1.5254378741089305
Miner_41,35.265029689671906,42.420528370686725,2,2.733133453399888
Miner_42,100.0,100.0,4,0.9318922199003543
Miner_43,100.0,20.995521778406967,3,5.6730683562157385
Miner_44,44.11331869098012,100.0,3,1.517507373125903
Miner_45,82.12865835292223,20.08035560603912,2,5.220336909584776
Miner_46,100.0,5.2477307151344235,4,5.849806536616966
Miner_47,0.0,100.0,4,2.2595702719551025
Miner_48,67.71426844938424,100.0,3,1.0625946713365055
Miner_49,0.0,0.0,4,3.6104325036172518
Miner_50,53.173505833188756,77.89972132118328,1,0.5563807426098781
Miner_51,83.72260349097344,0.0,4,5.180227184275376
Miner_52,100.0,62.647942912301005,2,0.5535955144676288
Miner_53,0.0,8.59892750311512,3,3.553121689169263
Miner_54,59.976835929145864,0.0,3,4.837473615391849
Miner_55,0.008346338802647568,78.7308187340218,1,3.118752582377782
Miner_56,0.0,27.52666910177094,3,3.906445074665475
Miner_57,40.26039143085312,69.8401701433404,1,0.21541752010443935
Miner_58,100.0,0.0,3,6.0478462440845
Miner_59,100.0,0.0,2,5.97388566018303
Miner_60,41.712452409975654,88.38113221429285,2,0.8813214842043995
Miner_61,0.0,0.0,4,3.651960493130191
Miner_62,17.55626435130307,100.0,4,1.5273743677282448
Miner_63,100.0,100.0,4,1.3389688172894387
Miner_64,28.100173184277978,10.428659826040303,2,4.078621504224929
Miner_65,100.0,36.9667189290992,3,0.2956063868215561
Miner_66,79.70818237171352,0.0,3,5.016079177379002
Miner_67,88.45501733487163,35.18706465577659,1,4.820569153186784
Miner_68,59.16651206572874,100.0,2,1.5994484959247086
Miner_69,100.0,7.907631315238363,2,5.246309953209482
Miner_70,96.51693058294813,6.657054145566018,2,5.37788837828924
Miner_71,79.16596606301376,1.8569138147595174,2,5.564380402696993
Miner_72,0.0,0.0,3,3.484159523268353
Miner_73,63.293040054833,100.0,4,1.7332835081227327
Miner_74,0.0,100.0,1,1.688841024511319
Miner_75,76.12660731383357,0.0,2,4.792578132087599
Miner_76,49.874376378482175,0.0,3,5.187036267731773
Miner_77,31.17457962302069,37.9064872833895,2,2.8253067325507994
Miner_78,100.0,5.546268264752685,1,5.505433859009049
Miner_79,43.136811936411505,0.0,2,5.082278779537901
Miner_80,34.874927871334876,24.11856774395745,1,2.378437139050986
Miner_81,100.0,53.33112728670949,1,5.352294341353299
Miner_82,0.0,0.0,3,4.117780905376452
Miner_83,0.0,89.92732832987316,3,1.9283865623036722
Miner_84,43.580119929309994,0.0,2,5.440303814170515
Miner_85,0.0,95.72549585093688,4,2.42859329299968
Miner_86,100.0,100.0,4,0.1613799334225524
Miner_87,0.0,31.565670814575494,3,3.530874685876476
Miner_88,34.67845132538673,10.420168881906648,2,4.597738774188168
Miner_89,100.0,100.0,3,0.8234276938385809
Miner_90,5.002173239100557,100.0,3,2.1556299872781475
Miner_91,100.0,0.0,4,5.0393480614280595
Miner_92,100.0,100.0,4,1.187651008793168
Miner_93,0.0,22.507915085324985,3,2.9475871589468965
Miner_94,0.0,0.0,4,3.306129312104354
Miner_95,57.8840570714608,0.0,2,5.30760591060059
Miner_96,0.0,100.0,2,1.9174074248565425
Miner_97,0.0,0.0,4,3.9951920750186667
Miner_98,0.0,100.0,3,2.399873185581609
Miner_99,0.0,0.0,4,3.702670544272077
Miner_100,100.0,96.14129094530017,4,0.43673019905581245
Miner_101,100.0,6.227366639196978,4,5.934168882279686
Miner_102,100.0,16.43639638398971,1,5.455506876573559
Miner_103,69.98860505902576,34.1460993162691,1,6.256497742995932
Miner_104,0.0,100.0,2,2.3116295434479794
Miner_105,0.0,0.0,4,3.963432578373089
Miner_106,78.1426294186196,100.0,3,0.7204851759079673
Miner_107,100.0,37.68016469265922,2,5.3784729870955985
Miner_108,0.0,100.0,3,2.342772771479589
Miner_109,60.28216710594006,3.719962155786524,3,4.308612318690177
Miner_110,100.0,0.0,4,5.028893780598488
Miner_111,0.0,55.00020919000667,3,2.8127807127151607
Miner_112,42.86253524864853,0.0,1,5.195407214555677
Miner_113,33.39665234542372,88.35014575585501,2,2.867061136480138
Miner_114,100.0,0.0,4,5.334577691168399
Miner_115,20.650924510618665,23.086337653832516,1,4.638914279935102
Miner_116,100.0,53.741408803995,4,0.17068228189687992
Miner_117,19.403756040608187,0.0,2,4.939392249554269
Miner_118,0.0,0.0,4,4.3346592936151715
Miner_119,97.18465332835285,52.12463371313106,1,0.42261282877148276
Miner_120,100.0,5.639510298791399,4,6.027595266096687
Miner_121,18.451837428427414,34.7593346397413,1,2.1512221596377015
Miner_122,0.0,50.226170385938914,2,3.916417719041134
Miner_123,36.58793118916285,47.50833262845208,1,1.3952736071797207
Miner_124,0.0,0.0,4,4.0368033350974155
Miner_125,83.26545110912275,0.0,4,4.753536927824145
Miner_126,100.0,36.3471326714257,2,0.373416861209779
Miner_127,0.0,0.0,4,3.8736876800917397
Miner_128,0.0,0.0,3,4.153978945675675
Miner_129,0.0,54.172682471251846,3,2.9617425375001654
Miner_130,100.0,51.15922620697802,1,1.0758112925985162
Miner_131,23.079930811157965,100.0,3,1.7163100277145902
Miner_132,12.483073596886562,65.55205577105608,1,1.8727687412558762
Miner_133,0.0,100.0,3,2.8853819781698142
Miner_134,5.494528769289911,0.0,2,3.8029684046809336
Miner_135,0.0,61.79940841478833,1,2.6608006735034566
Miner_136,100.0,94.28754835426612,3,0.41023913109315163
Miner_137,99.98820640959684,51.01682622535168,1,6.031048078083759
Miner_138,85.29482972839105,55.05334115458027,1,5.797196291241429
Miner_139,7.833735832993131,100.0,4,2.18881803901272
Miner_140,91.33320641912906,100.0,1,1.1063669416599053
Miner_141,57.47929339391522,100.0,4,1.1568975053815693
Miner_142,0.0,0.0,4,3.6392704134010407
Miner_143,90.46970650196636,63.27128948468908,1,5.447848982221631
Miner_144,69.56622848176858,99.8220388803912,2,2.013797301608298
Miner_145,100.0,0.0,4,5.44967297742671
Miner_146,67.02092570340346,72.42748170337109,1,3.579605999125414
Miner_147,46.06092244245723,50.79362985834635,1,2.2041436402083487
Miner_148,100.0,100.0,3,1.0679042125157043
Miner_149,0.0,0.0,3,3.5232252066965044
Miner_150,100.0,0.0,4,5.310868140757423
Miner_151,100.0,1.4858463844243486,4,5.79075728211441
Miner_152,0.0,100.0,4,2.7776864968095274
Miner_153,0.0,0.0,2,4.266839935254402
Miner_154,100.0,0.0,3,5.259643424888349
Miner_155,53.567844743590236,0.0,3,5.14868097008628
Miner_156,0.0,60.8003774018443,1,3.7090482948203274
Miner_157,100.0,76.16352905514816,4,0.19787890461069663
Miner_158,3.982547900736947,100.0,3,2.3435345965147527
Miner_159,0.0,69.92498972110752,3,3.395079975022916
Miner_160,60.43812324506166,0.0,2,5.121147763860212
Miner_161,91.89828901568171,83.60675212184105,2,0.05638537492373133
Miner_162,100.0,0.0,3,5.747645255455962
Miner_163,0.0,85.77245676063194,3,3.008150552105762
Miner_164,100.0,0.0,4,5.656709134938753
Miner_165,0.0,98.16018275226952,2,2.9979715612473057
Miner_166,58.06621723160829,0.0,3,4.362216061967601
Miner_167,63.51464224413871,100.0,3,1.429549611429164
Miner_168,62.35399558801282,100.0,2,1.279931136723979
Miner_169,100.0,76.42844921805454,2,0.16367432717049923
Miner_170,100.0,100.0,3,0.8416908682862911
Miner_171,0.0,0.0,3,3.4761779184185237
Miner_172,0.0,100.0,3,2.4198327881841606
Miner_173,0.0,52.51689738988937,4,2.7612638895936823
Miner_174,37.35008360731581,58.615772853755516,2,3.8244387859626094
Miner_175,73.16482016043477,79.59758690272372,1,1.180837179235397
Miner_176,53.35182830242388,100.0,1,1.2413759409601979
Miner_177,17.826604472303643,100.0,4,2.1604126298429573
Miner_178,100.0,0.0,4,5.913145483254207
Miner_179,100.0,100.0,4,0.6514079462955348
Miner_180,31.342253899586225,0.0,1,5.44249070530792
Miner_181,96.29736496561054,100.0,4,1.3638747091182875
Miner_182,100.0,100.0,4,0.9478332342845737
Miner_183,47.7559226789449,78.88599326943078,1,2.4304666317077936
Miner_184,46.5109044407121,93.4255077600551,1,2.7428096595281035
Miner_185,0.0,40.967367877345986,2,4.277127633220286
Miner_186,75.22376867245475,100.0,3,1.1384552790888482
Miner_187,5.86755126862397,51.633083172201964,1,4.109967897079455
Miner_188,47.27346822524942,79.91913755458916,1,1.4996905410378187
Miner_189,0.0,47.53880981876624,4,3.3738404486737674
Miner_190,46.365584363075975,84.02334689525378,2,2.2188837699852226
Miner_191,0.0,100.0,2,1.8065613417042206
Miner_192,100.0,100.0,3,0.2893448211864942
Miner_193,31.424424983777957,33.40265643873626,1,2.6747343548554823
Miner_194,100.0,78.59403110917492,3,6.185049019705058
Miner_195,0.0,11.048627471446284,3,4.10722730227564
Miner_196,60.250643704351866,0.0,2,5.277093588314584
Miner_197,48.25105454169602,0.0,1,4.369823569077732
Miner_198,96.324567359507,0.0,2,4.670573160177619
Miner_199,51.90107469783425,0.0,3,4.6488156945700165
Miner_200,0.0,21.19310679599476,2,3.985104734780607
Miner_201,0.0,20.896594503914457,3,3.2995761539474944
Miner_202,23.032007149342974,100.0,2,1.8553716587230662
Miner_203,0.0,0.0,3,3.8269989131408204
Miner_204,100.0,0.0,3,4.929081797100275
Miner_205,88.13325031585191,50.028852055134394,1,0.8494262659725209
Miner_206,0.0,19.46716033646021,2,3.807408104801388
Miner_207,0.0,0.0,4,4.049005552270131
